title,type,tenure,price,square_feet,price_per_square_feet,bedroom,bathroom,furnishing,launched_in,address,developer,description,project_link,image_link
Myra Cove,Condominium,Freehold,816205.00,1625,502.28,3,2,Unfurnished,2021,"Myra Cove, Cyberjaya, Selangor",Myra Sdn Bhd,"Myra Cove, live beyond the ordinaryThere’s living. And there’s a special kind of living. Where bracing winds sweep your worries away, and the lakeside is your playground. Where the rustle of leaves and the lapping of water create a sanctuary where everything is just peachy. Welcome to a life less ordinary.Lakeside Beyond OrdinaryTime to get away from it all at a lakeside sanctuary combining contemporary architecture, lush tropical green landscaping and gleaming lake intricately planned to elevate living. Our low to high-rise condominiums faces a pristine lake with an ever-changing view from sunrise till sunset. If you’re in the mood for something more tranquil, scenic pathways and a lakeside trail are the perfect setting to admire the gorgeous sunrise and sunset.Nature's Beyond OrdinaryWho says you’re alone when you are surrounded by luscious greenery in all its splendour. Intricately designed for exclusive botanical living, Myra Cove is surrounded by lush greenery and spectacular views of four acres of ground level landscape terraces, pools and gardens overlooking tranquil lakes. Here, your home will be your botanical oasis.Space Beyond OrdinaryLow density is our key signature with only 279 unit across 11 acres of land giving our resort homes an outstanding living. Our homes are meticulously crafted for a view inside out. With 9 main unit types types of configurations to choose from and the largest being 1,625 sq.ft, our spacious and functional layouts are just like landed living in the sky.Community Beyond OrdinaryAt Myra Cove, there is an abundance of curated spaces to wander, play and relax. Throughout the estate, you’ll discover thoughtfully designed parks and communal places that encourage outdoor recreation with family, friends and neighbours. With shaded picnic tables & barbecue areas, your home will be the nexus of your social gatherings, with you as the ever-gracious host.",https://www.propertyguru.com.my/property-listing/project/myra-cove-for-sale-by-myra-sdn-bhd-38762903,https://my1-cdn.pgimgs.com/project-listing-project/38762903/PLPHO.220145884.V550/Myra-Cove-Cyberjaya-Malaysia.jpg
SkyLake Residence,Service Residence,Leasehold,250002.40,545,458.72,1,1,Partially Furnished,2021,"Jalan Putra Perdana 5A, Taman Puchong Perdana, Puchong, Selangor",Astana Modal (M) Sdn Bhd,"With NATURE surrounding you, it’s the perfect setting to NURTURE your family.LBS SkyLake Residence aims to be the OASIS amidst the hustle and bustle of Puchong city. With the concept of “Nature & Nurture, Created in Perfect Harmony”, this development is landscaped to bring nature to your doorstep and provide the perfect setting to nurture the family. SkyLake Residence is a homes where surrounded by Nature such as the lake view and you can also find yourself Nurturing at the same time through the facilities provided by this development.You can enjoy inspiring views, engage the lifestyle and embrace in tranquillity for this Nature & Nurture development.",https://www.propertyguru.com.my/property-listing/project/skylake-residence-for-sale-by-astana-modal-m-sdn-bhd-30589169,https://sg1-cdn.pgimgs.com/projectnet-project/21862/ZPPHO.113319747.R550X550/SkyLake-Residence-Puchong-Malaysia.jpg
SkyLake Residence,Service Residence,Leasehold,331899.55,545,608.99,1,1,Partially Furnished,2021,"Jalan Putra Perdana 5A, Taman Puchong Perdana, Puchong, Selangor",Astana Modal (M) Sdn Bhd,"With NATURE surrounding you, it’s the perfect setting to NURTURE your family.LBS SkyLake Residence aims to be the OASIS amidst the hustle and bustle of Puchong city. With the concept of “Nature & Nurture, Created in Perfect Harmony”, this development is landscaped to bring nature to your doorstep and provide the perfect setting to nurture the family. SkyLake Residence is a homes where surrounded by Nature such as the lake view and you can also find yourself Nurturing at the same time through the facilities provided by this development.You can enjoy inspiring views, engage the lifestyle and embrace in tranquillity for this Nature & Nurture development.",https://www.propertyguru.com.my/property-listing/project/skylake-residence-for-sale-by-astana-modal-m-sdn-bhd-30589169,https://sg1-cdn.pgimgs.com/projectnet-project/21862/ZPPHO.113319747.R550X550/SkyLake-Residence-Puchong-Malaysia.jpg
SkyLake Residence,Service Residence,Leasehold,338897.35,545,621.83,1,1,Partially Furnished,2021,"Jalan Putra Perdana 5A, Taman Puchong Perdana, Puchong, Selangor",Astana Modal (M) Sdn Bhd,"With NATURE surrounding you, it’s the perfect setting to NURTURE your family.LBS SkyLake Residence aims to be the OASIS amidst the hustle and bustle of Puchong city. With the concept of “Nature & Nurture, Created in Perfect Harmony”, this development is landscaped to bring nature to your doorstep and provide the perfect setting to nurture the family. SkyLake Residence is a homes where surrounded by Nature such as the lake view and you can also find yourself Nurturing at the same time through the facilities provided by this development.You can enjoy inspiring views, engage the lifestyle and embrace in tranquillity for this Nature & Nurture development.",https://www.propertyguru.com.my/property-listing/project/skylake-residence-for-sale-by-astana-modal-m-sdn-bhd-30589169,https://sg1-cdn.pgimgs.com/projectnet-project/21862/ZPPHO.113319747.R550X550/SkyLake-Residence-Puchong-Malaysia.jpg
SkyLake Residence,Service Residence,Leasehold,336898.48,554,608.12,1,1,Partially Furnished,2021,"Jalan Putra Perdana 5A, Taman Puchong Perdana, Puchong, Selangor",Astana Modal (M) Sdn Bhd,"With NATURE surrounding you, it’s the perfect setting to NURTURE your family.LBS SkyLake Residence aims to be the OASIS amidst the hustle and bustle of Puchong city. With the concept of “Nature & Nurture, Created in Perfect Harmony”, this development is landscaped to bring nature to your doorstep and provide the perfect setting to nurture the family. SkyLake Residence is a homes where surrounded by Nature such as the lake view and you can also find yourself Nurturing at the same time through the facilities provided by this development.You can enjoy inspiring views, engage the lifestyle and embrace in tranquillity for this Nature & Nurture development.",https://www.propertyguru.com.my/property-listing/project/skylake-residence-for-sale-by-astana-modal-m-sdn-bhd-30589169,https://sg1-cdn.pgimgs.com/projectnet-project/21862/ZPPHO.113319747.R550X550/SkyLake-Residence-Puchong-Malaysia.jpg
SkyLake Residence,Service Residence,Leasehold,509900.05,271,1881.55,2,2,Partially Furnished,2021,"Jalan Putra Perdana 5A, Taman Puchong Perdana, Puchong, Selangor",Astana Modal (M) Sdn Bhd,"With NATURE surrounding you, it’s the perfect setting to NURTURE your family.LBS SkyLake Residence aims to be the OASIS amidst the hustle and bustle of Puchong city. With the concept of “Nature & Nurture, Created in Perfect Harmony”, this development is landscaped to bring nature to your doorstep and provide the perfect setting to nurture the family. SkyLake Residence is a homes where surrounded by Nature such as the lake view and you can also find yourself Nurturing at the same time through the facilities provided by this development.You can enjoy inspiring views, engage the lifestyle and embrace in tranquillity for this Nature & Nurture development.",https://www.propertyguru.com.my/property-listing/project/skylake-residence-for-sale-by-astana-modal-m-sdn-bhd-30589169,https://sg1-cdn.pgimgs.com/projectnet-project/21862/ZPPHO.113319747.R550X550/SkyLake-Residence-Puchong-Malaysia.jpg
SkyLake Residence,Service Residence,Leasehold,509900.05,271,1881.55,2,2,Partially Furnished,2021,"Jalan Putra Perdana 5A, Taman Puchong Perdana, Puchong, Selangor",Astana Modal (M) Sdn Bhd,"With NATURE surrounding you, it’s the perfect setting to NURTURE your family.LBS SkyLake Residence aims to be the OASIS amidst the hustle and bustle of Puchong city. With the concept of “Nature & Nurture, Created in Perfect Harmony”, this development is landscaped to bring nature to your doorstep and provide the perfect setting to nurture the family. SkyLake Residence is a homes where surrounded by Nature such as the lake view and you can also find yourself Nurturing at the same time through the facilities provided by this development.You can enjoy inspiring views, engage the lifestyle and embrace in tranquillity for this Nature & Nurture development.",https://www.propertyguru.com.my/property-listing/project/skylake-residence-for-sale-by-astana-modal-m-sdn-bhd-30589169,https://sg1-cdn.pgimgs.com/projectnet-project/21862/ZPPHO.113319747.R550X550/SkyLake-Residence-Puchong-Malaysia.jpg
SkyLake Residence,Service Residence,Leasehold,498903.83,883,565.01,3,2,Partially Furnished,2021,"Jalan Putra Perdana 5A, Taman Puchong Perdana, Puchong, Selangor",Astana Modal (M) Sdn Bhd,"With NATURE surrounding you, it’s the perfect setting to NURTURE your family.LBS SkyLake Residence aims to be the OASIS amidst the hustle and bustle of Puchong city. With the concept of “Nature & Nurture, Created in Perfect Harmony”, this development is landscaped to bring nature to your doorstep and provide the perfect setting to nurture the family. SkyLake Residence is a homes where surrounded by Nature such as the lake view and you can also find yourself Nurturing at the same time through the facilities provided by this development.You can enjoy inspiring views, engage the lifestyle and embrace in tranquillity for this Nature & Nurture development.",https://www.propertyguru.com.my/property-listing/project/skylake-residence-for-sale-by-astana-modal-m-sdn-bhd-30589169,https://sg1-cdn.pgimgs.com/projectnet-project/21862/ZPPHO.113319747.R550X550/SkyLake-Residence-Puchong-Malaysia.jpg
SkyLake Residence,Service Residence,Leasehold,517897.16,883,586.52,3,2,Partially Furnished,2021,"Jalan Putra Perdana 5A, Taman Puchong Perdana, Puchong, Selangor",Astana Modal (M) Sdn Bhd,"With NATURE surrounding you, it’s the perfect setting to NURTURE your family.LBS SkyLake Residence aims to be the OASIS amidst the hustle and bustle of Puchong city. With the concept of “Nature & Nurture, Created in Perfect Harmony”, this development is landscaped to bring nature to your doorstep and provide the perfect setting to nurture the family. SkyLake Residence is a homes where surrounded by Nature such as the lake view and you can also find yourself Nurturing at the same time through the facilities provided by this development.You can enjoy inspiring views, engage the lifestyle and embrace in tranquillity for this Nature & Nurture development.",https://www.propertyguru.com.my/property-listing/project/skylake-residence-for-sale-by-astana-modal-m-sdn-bhd-30589169,https://sg1-cdn.pgimgs.com/projectnet-project/21862/ZPPHO.113319747.R550X550/SkyLake-Residence-Puchong-Malaysia.jpg
SkyLake Residence,Service Residence,Leasehold,540899.31,883,612.57,3,2,Partially Furnished,2021,"Jalan Putra Perdana 5A, Taman Puchong Perdana, Puchong, Selangor",Astana Modal (M) Sdn Bhd,"With NATURE surrounding you, it’s the perfect setting to NURTURE your family.LBS SkyLake Residence aims to be the OASIS amidst the hustle and bustle of Puchong city. With the concept of “Nature & Nurture, Created in Perfect Harmony”, this development is landscaped to bring nature to your doorstep and provide the perfect setting to nurture the family. SkyLake Residence is a homes where surrounded by Nature such as the lake view and you can also find yourself Nurturing at the same time through the facilities provided by this development.You can enjoy inspiring views, engage the lifestyle and embrace in tranquillity for this Nature & Nurture development.",https://www.propertyguru.com.my/property-listing/project/skylake-residence-for-sale-by-astana-modal-m-sdn-bhd-30589169,https://sg1-cdn.pgimgs.com/projectnet-project/21862/ZPPHO.113319747.R550X550/SkyLake-Residence-Puchong-Malaysia.jpg
SkyLake Residence,Service Residence,Leasehold,546903.71,883,619.37,3,2,Partially Furnished,2021,"Jalan Putra Perdana 5A, Taman Puchong Perdana, Puchong, Selangor",Astana Modal (M) Sdn Bhd,"With NATURE surrounding you, it’s the perfect setting to NURTURE your family.LBS SkyLake Residence aims to be the OASIS amidst the hustle and bustle of Puchong city. With the concept of “Nature & Nurture, Created in Perfect Harmony”, this development is landscaped to bring nature to your doorstep and provide the perfect setting to nurture the family. SkyLake Residence is a homes where surrounded by Nature such as the lake view and you can also find yourself Nurturing at the same time through the facilities provided by this development.You can enjoy inspiring views, engage the lifestyle and embrace in tranquillity for this Nature & Nurture development.",https://www.propertyguru.com.my/property-listing/project/skylake-residence-for-sale-by-astana-modal-m-sdn-bhd-30589169,https://sg1-cdn.pgimgs.com/projectnet-project/21862/ZPPHO.113319747.R550X550/SkyLake-Residence-Puchong-Malaysia.jpg
SkyLake Residence,Service Residence,Leasehold,566900.72,1007,562.96,3,2,Partially Furnished,2021,"Jalan Putra Perdana 5A, Taman Puchong Perdana, Puchong, Selangor",Astana Modal (M) Sdn Bhd,"With NATURE surrounding you, it’s the perfect setting to NURTURE your family.LBS SkyLake Residence aims to be the OASIS amidst the hustle and bustle of Puchong city. With the concept of “Nature & Nurture, Created in Perfect Harmony”, this development is landscaped to bring nature to your doorstep and provide the perfect setting to nurture the family. SkyLake Residence is a homes where surrounded by Nature such as the lake view and you can also find yourself Nurturing at the same time through the facilities provided by this development.You can enjoy inspiring views, engage the lifestyle and embrace in tranquillity for this Nature & Nurture development.",https://www.propertyguru.com.my/property-listing/project/skylake-residence-for-sale-by-astana-modal-m-sdn-bhd-30589169,https://sg1-cdn.pgimgs.com/projectnet-project/21862/ZPPHO.113319747.R550X550/SkyLake-Residence-Puchong-Malaysia.jpg
SkyLake Residence,Service Residence,Leasehold,587896.67,1007,583.81,3,2,Partially Furnished,2021,"Jalan Putra Perdana 5A, Taman Puchong Perdana, Puchong, Selangor",Astana Modal (M) Sdn Bhd,"With NATURE surrounding you, it’s the perfect setting to NURTURE your family.LBS SkyLake Residence aims to be the OASIS amidst the hustle and bustle of Puchong city. With the concept of “Nature & Nurture, Created in Perfect Harmony”, this development is landscaped to bring nature to your doorstep and provide the perfect setting to nurture the family. SkyLake Residence is a homes where surrounded by Nature such as the lake view and you can also find yourself Nurturing at the same time through the facilities provided by this development.You can enjoy inspiring views, engage the lifestyle and embrace in tranquillity for this Nature & Nurture development.",https://www.propertyguru.com.my/property-listing/project/skylake-residence-for-sale-by-astana-modal-m-sdn-bhd-30589169,https://sg1-cdn.pgimgs.com/projectnet-project/21862/ZPPHO.113319747.R550X550/SkyLake-Residence-Puchong-Malaysia.jpg
SkyLake Residence,Service Residence,Leasehold,595902.32,1007,591.76,3,2,Partially Furnished,2021,"Jalan Putra Perdana 5A, Taman Puchong Perdana, Puchong, Selangor",Astana Modal (M) Sdn Bhd,"With NATURE surrounding you, it’s the perfect setting to NURTURE your family.LBS SkyLake Residence aims to be the OASIS amidst the hustle and bustle of Puchong city. With the concept of “Nature & Nurture, Created in Perfect Harmony”, this development is landscaped to bring nature to your doorstep and provide the perfect setting to nurture the family. SkyLake Residence is a homes where surrounded by Nature such as the lake view and you can also find yourself Nurturing at the same time through the facilities provided by this development.You can enjoy inspiring views, engage the lifestyle and embrace in tranquillity for this Nature & Nurture development.",https://www.propertyguru.com.my/property-listing/project/skylake-residence-for-sale-by-astana-modal-m-sdn-bhd-30589169,https://sg1-cdn.pgimgs.com/projectnet-project/21862/ZPPHO.113319747.R550X550/SkyLake-Residence-Puchong-Malaysia.jpg
SkyLake Residence,Service Residence,Leasehold,566900.72,1007,562.96,3,2,Partially Furnished,2021,"Jalan Putra Perdana 5A, Taman Puchong Perdana, Puchong, Selangor",Astana Modal (M) Sdn Bhd,"With NATURE surrounding you, it’s the perfect setting to NURTURE your family.LBS SkyLake Residence aims to be the OASIS amidst the hustle and bustle of Puchong city. With the concept of “Nature & Nurture, Created in Perfect Harmony”, this development is landscaped to bring nature to your doorstep and provide the perfect setting to nurture the family. SkyLake Residence is a homes where surrounded by Nature such as the lake view and you can also find yourself Nurturing at the same time through the facilities provided by this development.You can enjoy inspiring views, engage the lifestyle and embrace in tranquillity for this Nature & Nurture development.",https://www.propertyguru.com.my/property-listing/project/skylake-residence-for-sale-by-astana-modal-m-sdn-bhd-30589169,https://sg1-cdn.pgimgs.com/projectnet-project/21862/ZPPHO.113319747.R550X550/SkyLake-Residence-Puchong-Malaysia.jpg
SkyLake Residence,Service Residence,Leasehold,584905.12,1063,550.24,3,2,Partially Furnished,2021,"Jalan Putra Perdana 5A, Taman Puchong Perdana, Puchong, Selangor",Astana Modal (M) Sdn Bhd,"With NATURE surrounding you, it’s the perfect setting to NURTURE your family.LBS SkyLake Residence aims to be the OASIS amidst the hustle and bustle of Puchong city. With the concept of “Nature & Nurture, Created in Perfect Harmony”, this development is landscaped to bring nature to your doorstep and provide the perfect setting to nurture the family. SkyLake Residence is a homes where surrounded by Nature such as the lake view and you can also find yourself Nurturing at the same time through the facilities provided by this development.You can enjoy inspiring views, engage the lifestyle and embrace in tranquillity for this Nature & Nurture development.",https://www.propertyguru.com.my/property-listing/project/skylake-residence-for-sale-by-astana-modal-m-sdn-bhd-30589169,https://sg1-cdn.pgimgs.com/projectnet-project/21862/ZPPHO.113319747.R550X550/SkyLake-Residence-Puchong-Malaysia.jpg
SkyLake Residence,Service Residence,Leasehold,588904.02,1017,579.06,4,2,Partially Furnished,2021,"Jalan Putra Perdana 5A, Taman Puchong Perdana, Puchong, Selangor",Astana Modal (M) Sdn Bhd,"With NATURE surrounding you, it’s the perfect setting to NURTURE your family.LBS SkyLake Residence aims to be the OASIS amidst the hustle and bustle of Puchong city. With the concept of “Nature & Nurture, Created in Perfect Harmony”, this development is landscaped to bring nature to your doorstep and provide the perfect setting to nurture the family. SkyLake Residence is a homes where surrounded by Nature such as the lake view and you can also find yourself Nurturing at the same time through the facilities provided by this development.You can enjoy inspiring views, engage the lifestyle and embrace in tranquillity for this Nature & Nurture development.",https://www.propertyguru.com.my/property-listing/project/skylake-residence-for-sale-by-astana-modal-m-sdn-bhd-30589169,https://sg1-cdn.pgimgs.com/projectnet-project/21862/ZPPHO.113319747.R550X550/SkyLake-Residence-Puchong-Malaysia.jpg
SkyLake Residence,Service Residence,Leasehold,588904.02,1017,579.06,4,2,Partially Furnished,2021,"Jalan Putra Perdana 5A, Taman Puchong Perdana, Puchong, Selangor",Astana Modal (M) Sdn Bhd,"With NATURE surrounding you, it’s the perfect setting to NURTURE your family.LBS SkyLake Residence aims to be the OASIS amidst the hustle and bustle of Puchong city. With the concept of “Nature & Nurture, Created in Perfect Harmony”, this development is landscaped to bring nature to your doorstep and provide the perfect setting to nurture the family. SkyLake Residence is a homes where surrounded by Nature such as the lake view and you can also find yourself Nurturing at the same time through the facilities provided by this development.You can enjoy inspiring views, engage the lifestyle and embrace in tranquillity for this Nature & Nurture development.",https://www.propertyguru.com.my/property-listing/project/skylake-residence-for-sale-by-astana-modal-m-sdn-bhd-30589169,https://sg1-cdn.pgimgs.com/projectnet-project/21862/ZPPHO.113319747.R550X550/SkyLake-Residence-Puchong-Malaysia.jpg
Emerald Garden 3,1-storey Terraced House,Freehold,387907.10,1498,258.95,4,2,Unfurnished,2021,"Batu Pahat, Johor",Pelangi Homes Sdn Bhd,"Situated within southern region of Batu Pahat, Johor. Featuring a great mix of residential & commercial units with readily amenities such as eateries and minimarkets for residents convenienceKey Features :- Affordable pricing- Spacious built-up area- Strategic location- Well-planned floor planAdditional Facilities :- Self-laundry shop- Eateries- Auto Service Centre",https://www.propertyguru.com.my/property-listing/project/emerald-garden-3-for-sale-by-pelangi-homes-sdn-bhd-35017263,https://sg1-cdn.pgimgs.com/projectnet-project/174770/ZPPHO.136102678.R550X550/Emerald-Garden-3-Batu-Pahat-Malaysia.jpg
Emerald Garden 3,1-storey Terraced House,Freehold,464900.40,1602,290.2,4,2,Unfurnished,2021,"Batu Pahat, Johor",Pelangi Homes Sdn Bhd,"Situated within southern region of Batu Pahat, Johor. Featuring a great mix of residential & commercial units with readily amenities such as eateries and minimarkets for residents convenienceKey Features :- Affordable pricing- Spacious built-up area- Strategic location- Well-planned floor planAdditional Facilities :- Self-laundry shop- Eateries- Auto Service Centre",https://www.propertyguru.com.my/property-listing/project/emerald-garden-3-for-sale-by-pelangi-homes-sdn-bhd-35017263,https://sg1-cdn.pgimgs.com/projectnet-project/174770/ZPPHO.136102678.R550X550/Emerald-Garden-3-Batu-Pahat-Malaysia.jpg
Sebayu Bungalow Plots,Residential Land,Freehold,644991.05,7513,85.85,5,4,Unfurnished,2021,"Bandar Seri Putra, Kajang, Selangor",United Malayan Land Bhd,"Sebayu Hill Villas is the most exclusive development within the Bandar Seri Putra township in Bangi South. The alluring masterpiece provides a welcome respite from the hustle and bustle of KL is conveniently connected to all surrounding major highways via the dedicated Putra Mahkota Interchange from the PLUS North-South Highway.Sebayu Hill Villas now offers freehold plots with impeccable land space-collossal to say the least- to build your dream home. Stroll in the cool breeze and ample space while you play a few rounds of mini-golf, or football with the kids- exercise the freedom to do anything. Decide on the house design and spacious value from inside out, make it your very own sanctuary.",https://www.propertyguru.com.my/property-listing/project/sebayu-bungalow-plots-for-sale-by-united-malayan-land-bhd-36072535,https://my1-cdn.pgimgs.com/project-listing-project/36072535/PLPHO.194278700.V550/Sebayu-Bungalow-Plots-Kajang-Malaysia.jpg
"Ritma Perdana (Townhouse), LBS Alam Perdana",Townhouse,Leasehold,398044.11,1191,334.21,3,2,Unfurnished,2021,"Bandar Puncak Alam, Kuala Selangor, Selangor",Kemudi Ehsan Sdn Bhd,"Sited on the 470-acre township of LBS Alam Perdana, Ritma Perdana is a newly launched phase offering Townhouses and Double Storey Terrace Houses. This gated and guarded neighbourhood features 37 community-inspired facilities such as the signature back lane gardens, a community center, multiple sports courts and jogging tracks. Ritma Perdana is near the matured Bandar Puncak Alam and amenities such as Lotus and UiTM, and is easily accessible via Guthrie Corridor Expressway, LATAR Expressway and Persiaran Mokhtar Dahari. Ritma Perdana is a property of great value to first time home buyers with various offerings at affordable prices.Project features:- Gated & guarded community- 37 facillities including futsal court, BBQ pit area, surau and more supporting communal activities- Nearby amenities include primary and secondary school, tertiary education and retail outlets- Backlane jogging tracks that encourage healthy lifestyleDisclaimer: Price displayed is after 7% bumi discount",https://www.propertyguru.com.my/property-listing/project/ritma-perdana-townhouse-lbs-alam-perdana-for-sale-by-kemudi-ehsan-sdn-bhd-35447310,https://my1-cdn.pgimgs.com/project-listing-project/35447310/PLPHO.189172327.V550/Ritma-Perdana-Townhouse-LBS-Alam-Perdana-Kuala-Selangor-Malaysia.jpg
"Ritma Perdana (Townhouse), LBS Alam Perdana",Townhouse,Leasehold,426865.80,1308,326.35,3,2,Unfurnished,2021,"Bandar Puncak Alam, Kuala Selangor, Selangor",Kemudi Ehsan Sdn Bhd,"Sited on the 470-acre township of LBS Alam Perdana, Ritma Perdana is a newly launched phase offering Townhouses and Double Storey Terrace Houses. This gated and guarded neighbourhood features 37 community-inspired facilities such as the signature back lane gardens, a community center, multiple sports courts and jogging tracks. Ritma Perdana is near the matured Bandar Puncak Alam and amenities such as Lotus and UiTM, and is easily accessible via Guthrie Corridor Expressway, LATAR Expressway and Persiaran Mokhtar Dahari. Ritma Perdana is a property of great value to first time home buyers with various offerings at affordable prices.Project features:- Gated & guarded community- 37 facillities including futsal court, BBQ pit area, surau and more supporting communal activities- Nearby amenities include primary and secondary school, tertiary education and retail outlets- Backlane jogging tracks that encourage healthy lifestyleDisclaimer: Price displayed is after 7% bumi discount",https://www.propertyguru.com.my/property-listing/project/ritma-perdana-townhouse-lbs-alam-perdana-for-sale-by-kemudi-ehsan-sdn-bhd-35447310,https://my1-cdn.pgimgs.com/project-listing-project/35447310/PLPHO.189172327.V550/Ritma-Perdana-Townhouse-LBS-Alam-Perdana-Kuala-Selangor-Malaysia.jpg
Pangsapuri Kita Sejati,Service Residence,Malay Reserved Land,269997.00,602,448.5,3,2,Unfurnished,2021,"Kita @ Cybersouth, Dengkil, Sepang, Selangor",KITA SEJATI SDN BHD,"Kita @ Cybersouth is situated in the up-and-coming southern corridor of the Greater Klang Valley. Sited on Malay reserved land contiguous with each other forming a huge land area of about 633 acres, the development is anticipated to comprise terrace houses, town houses, apartments, shops, commercial lots, etc. This project is strategically located in Dengkil, the neighborhood of Cybersouth City. As it is nearby Putrajaya and Cyberjaya , all the public amenities such as, police station, Bomba, hospital and transportation hub are conveniently available in these two nearby towns. Tagline: “Be Closer, Together”. Focuses on doing things together, the name of the development it self means US.Affordable family-focused development that enhances live-ability for the Malay CommunityIntroduce new ways of communication to break down barrier, encourage interaction and bonding through the facilities and open spacesLush greeneries and a nice landscaping environment for the community to enjoy a healthy living and lifestyle",https://www.propertyguru.com.my/property-listing/project/pangsapuri-kita-sejati-for-sale-by-kita-sejati-sdn-bhd-35766261,https://sg1-cdn.pgimgs.com/projectnet-project/179534/ZPPHO.137368188.R550X550/Pangsapuri-Kita-Sejati-Sepang-Malaysia.jpg
KITA Mesra (Townhouse),Townhouse,Malay Reserved Land,439899.72,1346,326.82,3,2,Unfurnished,2021,"Kita @ Cybersouth, Dengkil, Sepang, Selangor",Seloka Sinaran Sdn Bhd,"KITA Mesra is the newly launched project amongst KITA @ Cybersouth development. Strategically located in Cybersouth City, Dengkil, this development spreads across 633 acres of Malay Reserved Land and is poised to comprise terrace houses, townhouses, apartments, shops, commercial lots and alike. Taken from the Malay word meaning ‘us’, KITA @ Cybersouth is designed for families building lifetime memories while living in a community. A gated and guarded township situated in the up-and-coming southern corridor of Greater Klang Valley, this project aims to provide adequate facilities for residents, it balances the needs of a vigorous urban lifestyle and the serenity of nature.Kita Mesra features three different types of residential homes: single-storey terrace houses, double-storey terrace houses, and townhouses.The single-storey terrace unit has a built-up size of 1,094 sq ft and offers 4 bedrooms and 2 bathrooms. Price starts from RM 480,000.The double-storey terrace unit has a built-up size of 1,491 sq ft and offers 4 bedrooms and 3 bathrooms. Price starts from RM 590,000.Last but not least, the townhouse unit has a built-up size ranging from 1,346 sq ft to 1,483 sq ft and offers 3 bedrooms and 2 bathrooms. Price starts from RM 439,900.Conceptualized to exude tranquility and the spirit of togetherness, the development offers an array of facilities dedicated to wellness and recreation. For those that crave a healthy and active lifestyle, KITA Mesra offers a gymnasium and a jogging track. There’s also a playground for children and a barbecue area for family and friends to enjoy each other’s company while sharing a meal.As KITA @ Cybersouth is nestled near Putrajaya and Cyberjaya, Mekar Kita is connected to a wide network of highways and major routes that include the Putrajaya-Cyberjaya Expressway via Elite Highway, Maju Expressway (MEX), South Klang Valley Expressway (SKVE), North Klang Valley Expressway (NKVE), Damansara",https://www.propertyguru.com.my/property-listing/project/kita-mesra-townhouse-for-sale-by-seloka-sinaran-sdn-bhd-35526611,https://my1-cdn.pgimgs.com/project-listing-project/35526611/PLPHO.189284841.V550/KITA-Mesra-Townhouse-Sepang-Malaysia.jpg
Ponderosa Vista 2-Storey Terrace,2-storey Terraced House,Freehold,1100007.00,2700,407.41,4,4,Unfurnished,2020,"Taman Ponderosa, Plentong, Johor Bahru, Johor",Pandan Baru Sdn Bhd,"Exquisite modern homes designed for contemporary comfort in a gated and guarded community. Ponderosa Vista offers a soothing ambience with superior amenities. Ponderosa Vista is located at a premier location at the catalyst of urban connectivity. Everything you need is within reach. Indulge in all your favourite recreational activities, literally just steps away. Luxury living doesn't get any better than this.  Project features:- Multi-accessibility - State-of-the-art sensor access system at the entrance door- Gated & Guarded community with 24 hour security",https://www.propertyguru.com.my/property-listing/project/ponderosa-vista-2-storey-terrace-for-sale-by-pandan-baru-sdn-bhd-34794900,https://sg1-cdn.pgimgs.com/projectnet-project/171796/ZPPHO.135244352.R550X550/Ponderosa-Vista-2-Storey-Terrace-Johor-Bahru-Malaysia.jpg
Ponderosa Vista 2-Storey Terrace,2-storey Terraced House,Freehold,1253002.00,2740,457.3,4,4,Unfurnished,2020,"Taman Ponderosa, Plentong, Johor Bahru, Johor",Pandan Baru Sdn Bhd,"Exquisite modern homes designed for contemporary comfort in a gated and guarded community. Ponderosa Vista offers a soothing ambience with superior amenities. Ponderosa Vista is located at a premier location at the catalyst of urban connectivity. Everything you need is within reach. Indulge in all your favourite recreational activities, literally just steps away. Luxury living doesn't get any better than this.  Project features:- Multi-accessibility - State-of-the-art sensor access system at the entrance door- Gated & Guarded community with 24 hour security",https://www.propertyguru.com.my/property-listing/project/ponderosa-vista-2-storey-terrace-for-sale-by-pandan-baru-sdn-bhd-34794900,https://sg1-cdn.pgimgs.com/projectnet-project/171796/ZPPHO.135244352.R550X550/Ponderosa-Vista-2-Storey-Terrace-Johor-Bahru-Malaysia.jpg
Ponderosa Vista 2-Storey Terrace,2-storey Terraced House,Freehold,1413938.02,2882,490.61,4,4,Unfurnished,2020,"Taman Ponderosa, Plentong, Johor Bahru, Johor",Pandan Baru Sdn Bhd,"Exquisite modern homes designed for contemporary comfort in a gated and guarded community. Ponderosa Vista offers a soothing ambience with superior amenities. Ponderosa Vista is located at a premier location at the catalyst of urban connectivity. Everything you need is within reach. Indulge in all your favourite recreational activities, literally just steps away. Luxury living doesn't get any better than this.  Project features:- Multi-accessibility - State-of-the-art sensor access system at the entrance door- Gated & Guarded community with 24 hour security",https://www.propertyguru.com.my/property-listing/project/ponderosa-vista-2-storey-terrace-for-sale-by-pandan-baru-sdn-bhd-34794900,https://sg1-cdn.pgimgs.com/projectnet-project/171796/ZPPHO.135244352.R550X550/Ponderosa-Vista-2-Storey-Terrace-Johor-Bahru-Malaysia.jpg
