title,status,type,tenure,land_title,price,built_up_size,bedroom,bathroom,car_park,address,description,link
J.Satine Residensi Wilayah,New Launch,Apartment,Leasehold,Commercial,300000.0,800,3,2,1,"Setapak, Kuala Lumpur","J.Sat...e is a new affordable development comprises SOHO, Apartments and Retail. Located in the heart of the city, these residences combine strategic practicality and smart living features within a family-friendly locale, ushering in a new era for first homebuyers. With offices, shop lots and spaces to socialise, residents are bound to find a balanced lifestyle alongside an abundance of amenities.",https://www.iproperty.com.my/new-property/property/setapak/j-satine-residensi-wilayah/new-6364/
J.Satine Residensi Wilayah,New Launch,Apartment,Leasehold,Commercial,300000.0,800,3,2,1,"Setapak, Kuala Lumpur","J.Sat...e is a new affordable development comprises SOHO, Apartments and Retail. Located in the heart of the city, these residences combine strategic practicality and smart living features within a family-friendly locale, ushering in a new era for first homebuyers. With offices, shop lots and spaces to socialise, residents are bound to find a balanced lifestyle alongside an abundance of amenities.",https://www.iproperty.com.my/new-property/property/setapak/j-satine-residensi-wilayah/new-6364/
HANA Eco Ardence,New Launch,Apartment,Freehold,Commercial,469000.0,900 sq. ft.,3,2,2,"Eco Ardence, Shah Alam, Selangor","HANA Serviced Apartment is now open for sale!

• Freehold
• Located in the heart of Eco Ardence Township
• 3 Bedrooms & 2 Bathrooms
• Semi-Furnished
• 2 Car Parks
• Integrated with retail shop offices, Hana Square

900 sqft | 3R2B
Semi Furnished
2 Car Parks
Clubhouse Facilities

*T&Cs apply",https://www.iproperty.com.my/new-property/property/shah-alam/hana-eco-ardence/new-6522/
Emerald Garden 3,Open for Sale,1-sty Terrace/Link House,Freehold,Residential,337900.0,1498,4,2,2,"Bandar Putera Indah, Batu Pahat, Johor","Situated within southern region of Batu Pahat, Johor. Featuring a great mix of residential & commercial units with readily amenities such as eateries and minimarkets for residents convenience.",https://www.iproperty.com.my/new-property/property/batu-pahat/emerald-garden-3/new-5761/
Emerald Garden 3,Open for Sale,1-sty Terrace/Link House,Freehold,Residential,495780.0,1602,4,2,2,"Bandar Putera Indah, Batu Pahat, Johor","Situated within southern region of Batu Pahat, Johor. Featuring a great mix of residential & commercial units with readily amenities such as eateries and minimarkets for residents convenience.",https://www.iproperty.com.my/new-property/property/batu-pahat/emerald-garden-3/new-5761/
Kita Bestari (Townhouse),New Launch,Townhouse,Malay Reserved Land,Residential,459900.0,1346,3,2,2,"KITA @ Cybersouth, Dengkil, Selangor","KITA Bestari is the newly launched project amongst KITA @ Cybersouth development. Strategically located in Cybersouth City, Dengkil, this development spreads across 633 acres of Malay Reserved Land and is poised to comprise terrace houses, townhouses, apartments, shops, commercial lots and alike. Taken from the Malay word meaning ‘us’, KITA @ Cybersouth is designed for families building lifetime memories while living in a community. A gated and guarded township situated in the up-and-coming southern corridor of Greater Klang Valley, this project aims to provide adequate facilities for residents, it balances the needs of a vigorous urban lifestyle and the serenity of nature.

Kita Bestari features three different types of residential homes: single-storey terrace houses, double-storey terrace houses, and townhouses.

The single-storey terrace unit has a built-up size of 1,094 sq ft and offers 4 bedrooms and 2 bathrooms. Price starts from RM RM499,000

The double-storey terrace unit has a built-up size of 1,447 sq ft and offers 4 bedrooms and 3 bathrooms. Price starts from RM 600,000.

Last but not least, the townhouse unit has a built-up size ranging from 1,346 sq ft to 1,483 sq ft and offers 3 bedrooms and 2 bathrooms. Price starts from RM459,900.

Conceptualized to exude tranquility and the spirit of togetherness, the development offers an array of facilities dedicated to wellness and recreation. For those that crave a healthy and active lifestyle, KITA Bestari offers a gymnasium and a jogging track. There’s also a playground for children and a barbecue area for family and friends to enjoy each other’s company while sharing a meal.

As KITA @ Cybersouth is nestled near Putrajaya and Cyberjaya, Mekar Kita is connected to a wide network of highways and major routes that include the Putrajaya-Cyberjaya Expressway via Elite Highway, Maju Expressway (MEX), South Klang Valley Expressway (SKVE), North Klang Valley Expressway (NKVE), Damansara-Puchong Highway (LDP) and Jalan Dengkil-Banting.",https://www.iproperty.com.my/new-property/property/dengkil/kita-bestari-townhouse/new-6613/
Prestige Residence,New Launch,Serviced Residence,Leasehold,Residential,270000.0,600 sq. ft.,2,2,2,"Seri Kembangan, Selangor","Redefining a modern city chic lifestyle

Nestled in the area of Seri Kembangan, Prestige Residence embodies excellent accessibility and connectivity to educational institutions, transportation hubs and grocery stores within proximity. Arrive home to a safely-guarded serviced apartment equipped with 40 different facilities and lush greenery for sports, community bonding, wellness and relaxation — a comfortable sanctuary where you and your family can call home",https://www.iproperty.com.my/new-property/property/seri-kembangan/prestige-residence/new-6332/
Prestige Residence,New Launch,Serviced Residence,Leasehold,Residential,440900.0,800 sq. ft.,3,2,2,"Seri Kembangan, Selangor","Redefining a modern city chic lifestyle

Nestled in the area of Seri Kembangan, Prestige Residence embodies excellent accessibility and connectivity to educational institutions, transportation hubs and grocery stores within proximity. Arrive home to a safely-guarded serviced apartment equipped with 40 different facilities and lush greenery for sports, community bonding, wellness and relaxation — a comfortable sanctuary where you and your family can call home",https://www.iproperty.com.my/new-property/property/seri-kembangan/prestige-residence/new-6332/
Prestige Residence,New Launch,Serviced Residence,Leasehold,Residential,466900.0,850 sq. ft.,3,2,2,"Seri Kembangan, Selangor","Redefining a modern city chic lifestyle

Nestled in the area of Seri Kembangan, Prestige Residence embodies excellent accessibility and connectivity to educational institutions, transportation hubs and grocery stores within proximity. Arrive home to a safely-guarded serviced apartment equipped with 40 different facilities and lush greenery for sports, community bonding, wellness and relaxation — a comfortable sanctuary where you and your family can call home",https://www.iproperty.com.my/new-property/property/seri-kembangan/prestige-residence/new-6332/
Ritma Perdana (Townhouse),New Launch,Townhouse,Leasehold,Residential,418000.0,"Lower Unit - 1,191 sq ft, Upper unit - 1,308",3,2,0,"Bandar Puncak Alam, Kuala Selangor, Selangor","Sited on the 470-acre township of LBS Alam Perdana, Ritma Perdana is a newly launched phase offering Townhouses and Double Storey Terrace Houses. This gated and guarded neighbourhood features 37 community-inspired facilities such as the signature back lane gardens, a community center, multiple sports courts and jogging tracks. Ritma Perdana is near the matured Bandar Puncak Alam and amenities such as Tesco and UiTM, and is easily accessible via Guthrie Corridor Expressway, LATAR Expressway and Persiaran Mokhtar Dahari. Ritma Perdana is a property of great value to first time home buyers with various offerings at affordable prices.",https://www.iproperty.com.my/new-property/property/kuala-selangor/ritma-perdana-townhouse/new-6183/
Ritma Perdana (Townhouse),New Launch,Townhouse,Leasehold,Residential,452000.0,"Lower Unit - 1,191 sq ft, Upper unit - 1,308",3,2,0,"Bandar Puncak Alam, Kuala Selangor, Selangor","Sited on the 470-acre township of LBS Alam Perdana, Ritma Perdana is a newly launched phase offering Townhouses and Double Storey Terrace Houses. This gated and guarded neighbourhood features 37 community-inspired facilities such as the signature back lane gardens, a community center, multiple sports courts and jogging tracks. Ritma Perdana is near the matured Bandar Puncak Alam and amenities such as Tesco and UiTM, and is easily accessible via Guthrie Corridor Expressway, LATAR Expressway and Persiaran Mokhtar Dahari. Ritma Perdana is a property of great value to first time home buyers with various offerings at affordable prices.",https://www.iproperty.com.my/new-property/property/kuala-selangor/ritma-perdana-townhouse/new-6183/
The Logg - Shorea,New Launch,Serviced Residence,Leasehold,Residential,1037000.0,"1,313 sq.ft.",3,2,2,"Luyang, Kota Kinabalu, Sabah","The skyline of Luyang will soon be changing dramatically with the addition of two 39-storey premium residential towers rising up from its core. A third residential tower, hotel and shopping mall completes The Logg, an exciting new mixed development project by KTI That will transform a once abandoned land into an exclusive residential and commercial centre in the Heart of Luyang.",https://www.iproperty.com.my/new-property/property/kota-kinabalu/the-logg-shorea/new-6656/
The Logg - Shorea,New Launch,Serviced Residence,Leasehold,Residential,990000.0,"1,238 sq.ft.",3,2,2,"Luyang, Kota Kinabalu, Sabah","The skyline of Luyang will soon be changing dramatically with the addition of two 39-storey premium residential towers rising up from its core. A third residential tower, hotel and shopping mall completes The Logg, an exciting new mixed development project by KTI That will transform a once abandoned land into an exclusive residential and commercial centre in the Heart of Luyang.",https://www.iproperty.com.my/new-property/property/kota-kinabalu/the-logg-shorea/new-6656/
The Logg - Shorea,New Launch,Serviced Residence,Leasehold,Residential,702000.0,681 - 848 sq.ft.,2,1,1,"Luyang, Kota Kinabalu, Sabah","The skyline of Luyang will soon be changing dramatically with the addition of two 39-storey premium residential towers rising up from its core. A third residential tower, hotel and shopping mall completes The Logg, an exciting new mixed development project by KTI That will transform a once abandoned land into an exclusive residential and commercial centre in the Heart of Luyang.",https://www.iproperty.com.my/new-property/property/kota-kinabalu/the-logg-shorea/new-6656/
Lot 26 Austin,Open for Registration,Shop Office,Freehold,Commercial,199271.0,287,0,1,0,"Taman Mount Austin, Mount Austin, Johor","4-Storey Shoplex

Lot 26 Austin stands as an exquisite 4-storey shoplex designed to foster the ideal environment for your success - whether you are looking to expand a business empire, seeking a vibrant office space, or aiming for investment opportunities. Located in a prime location with over 10,000 population, Lot 26 Austin guarantees maximum brand visibility in a competitive market. Experience the epitome of convenience with modern amenities that enhance productivity and customer engagement, setting the stage for unparalleled success.",https://www.iproperty.com.my/new-property/property/mount-austin/lot-26-austin/new-6658/
Lot 26 Austin,Open for Registration,Shop Office,Freehold,Commercial,178200.0,305,0,1,0,"Taman Mount Austin, Mount Austin, Johor","4-Storey Shoplex

Lot 26 Austin stands as an exquisite 4-storey shoplex designed to foster the ideal environment for your success - whether you are looking to expand a business empire, seeking a vibrant office space, or aiming for investment opportunities. Located in a prime location with over 10,000 population, Lot 26 Austin guarantees maximum brand visibility in a competitive market. Experience the epitome of convenience with modern amenities that enhance productivity and customer engagement, setting the stage for unparalleled success.",https://www.iproperty.com.my/new-property/property/mount-austin/lot-26-austin/new-6658/
Lot 26 Austin,Open for Registration,Shop Office,Freehold,Commercial,255470.0,477,0,1,0,"Taman Mount Austin, Mount Austin, Johor","4-Storey Shoplex

Lot 26 Austin stands as an exquisite 4-storey shoplex designed to foster the ideal environment for your success - whether you are looking to expand a business empire, seeking a vibrant office space, or aiming for investment opportunities. Located in a prime location with over 10,000 population, Lot 26 Austin guarantees maximum brand visibility in a competitive market. Experience the epitome of convenience with modern amenities that enhance productivity and customer engagement, setting the stage for unparalleled success.",https://www.iproperty.com.my/new-property/property/mount-austin/lot-26-austin/new-6658/
Casablanca 3,Open for Sale,Cluster House,Freehold,Residential,1702800.0,3048,4,5,2,"Alam Impian, Shah Alam, Selangor","Casablanca 3 is tucked in Setia AlamImpian, a FREEHOLD 1,235 acre Arts Inspired Living township that’s strategically located in Shah Alam.

Featuring exclusive 2-storey Cluster Homes, these premium residences offer luxurious living spaces and features:



- Open layout concept

- Sizeable side garden

- Private courtyard sanctuary

- High ceilings

- Tall windows for natural lighting and ventilation

- Setia iHome features that are inline with ESG efforts

1. Smart Lock – Smart digital lock for main door

2. Solar Switch Ready – Solar PV Conduit Ready to collect sunlight and convert it into usable energy for domestic usage and exporting to TNB

3. Green Switch – Environment friendly and energy saving

4. Box 366 – Mailbox cum parcel delivery compartment

5. EV Port Ready – EV Charger isolator switch

- Price from RM1.45 million



Other features include:

- Moroccan-inspired landscapes

- Modern and contemporary architecture

- Quick access to latest retail hotspot – LakePoint Central

- Short distance to upgraded park with scenic lake – LakePoint Park

- Exclusive privilege to lifestyle facilities  - LakePoint Club

- Nearby amenities and conveniences

- Well connected to major highways – KESAS, ELITE, NKVE and Federal Highway",https://www.iproperty.com.my/new-property/property/shah-alam/casablanca-3/new-6555/
Casablanca 3,Open for Sale,Cluster House,Freehold,Residential,1702800.0,3048,4,5,2,"Alam Impian, Shah Alam, Selangor","Casablanca 3 is tucked in Setia AlamImpian, a FREEHOLD 1,235 acre Arts Inspired Living township that’s strategically located in Shah Alam.

Featuring exclusive 2-storey Cluster Homes, these premium residences offer luxurious living spaces and features:



- Open layout concept

- Sizeable side garden

- Private courtyard sanctuary

- High ceilings

- Tall windows for natural lighting and ventilation

- Setia iHome features that are inline with ESG efforts

1. Smart Lock – Smart digital lock for main door

2. Solar Switch Ready – Solar PV Conduit Ready to collect sunlight and convert it into usable energy for domestic usage and exporting to TNB

3. Green Switch – Environment friendly and energy saving

4. Box 366 – Mailbox cum parcel delivery compartment

5. EV Port Ready – EV Charger isolator switch

- Price from RM1.45 million



Other features include:

- Moroccan-inspired landscapes

- Modern and contemporary architecture

- Quick access to latest retail hotspot – LakePoint Central

- Short distance to upgraded park with scenic lake – LakePoint Park

- Exclusive privilege to lifestyle facilities  - LakePoint Club

- Nearby amenities and conveniences

- Well connected to major highways – KESAS, ELITE, NKVE and Federal Highway",https://www.iproperty.com.my/new-property/property/shah-alam/casablanca-3/new-6555/
Casablanca 3,Open for Sale,Cluster House,Freehold,Residential,1458000.0,2341,4,5,2,"Alam Impian, Shah Alam, Selangor","Casablanca 3 is tucked in Setia AlamImpian, a FREEHOLD 1,235 acre Arts Inspired Living township that’s strategically located in Shah Alam.

Featuring exclusive 2-storey Cluster Homes, these premium residences offer luxurious living spaces and features:



- Open layout concept

- Sizeable side garden

- Private courtyard sanctuary

- High ceilings

- Tall windows for natural lighting and ventilation

- Setia iHome features that are inline with ESG efforts

1. Smart Lock – Smart digital lock for main door

2. Solar Switch Ready – Solar PV Conduit Ready to collect sunlight and convert it into usable energy for domestic usage and exporting to TNB

3. Green Switch – Environment friendly and energy saving

4. Box 366 – Mailbox cum parcel delivery compartment

5. EV Port Ready – EV Charger isolator switch

- Price from RM1.45 million



Other features include:

- Moroccan-inspired landscapes

- Modern and contemporary architecture

- Quick access to latest retail hotspot – LakePoint Central

- Short distance to upgraded park with scenic lake – LakePoint Park

- Exclusive privilege to lifestyle facilities  - LakePoint Club

- Nearby amenities and conveniences

- Well connected to major highways – KESAS, ELITE, NKVE and Federal Highway",https://www.iproperty.com.my/new-property/property/shah-alam/casablanca-3/new-6555/
Intrika,New Launch,2-sty Terrace/Link House,Freehold,Residential,886800.0,"2,322 – 2,442 sqft",4,4,2,"Serene Heights, Semenyih, Selangor","Intrika, Serene Heights

The NEST Edition by UEM Sunrise Berhad

Embrace the charmed life at Intrika, where artistry and architecture mingle to craft the ideal space for multi-generational needs. Ample 20' × 70' or 22' × 95' double-storey terrace homes infused with timeless Nusantara touches, capturing a sense of splendor from the lush garden area to breezy indoors. Here, the joy of personal space, family and community interconnect for a cherished portrait of life.",https://www.iproperty.com.my/new-property/property/semenyih/intrika/new-6620/
Intrika,New Launch,2-sty Terrace/Link House,Freehold,Residential,701800.0,"1,914 – 2,010 sqft",4,3,2,"Serene Heights, Semenyih, Selangor","Intrika, Serene Heights

The NEST Edition by UEM Sunrise Berhad

Embrace the charmed life at Intrika, where artistry and architecture mingle to craft the ideal space for multi-generational needs. Ample 20' × 70' or 22' × 95' double-storey terrace homes infused with timeless Nusantara touches, capturing a sense of splendor from the lush garden area to breezy indoors. Here, the joy of personal space, family and community interconnect for a cherished portrait of life.",https://www.iproperty.com.my/new-property/property/semenyih/intrika/new-6620/
Intrika,New Launch,2-sty Terrace/Link House,Freehold,Residential,714800.0,"1,927 – 2,027 sqft",4,3,2,"Serene Heights, Semenyih, Selangor","Intrika, Serene Heights

The NEST Edition by UEM Sunrise Berhad

Embrace the charmed life at Intrika, where artistry and architecture mingle to craft the ideal space for multi-generational needs. Ample 20' × 70' or 22' × 95' double-storey terrace homes infused with timeless Nusantara touches, capturing a sense of splendor from the lush garden area to breezy indoors. Here, the joy of personal space, family and community interconnect for a cherished portrait of life.",https://www.iproperty.com.my/new-property/property/semenyih/intrika/new-6620/
Taman Bukit Koman 2 Fasa 3,New Launch,1-sty Terrace/Link House,Leasehold,Residential,297000.0,924,3,2,2,"Raub, Pahang",Taman Bukit Koman 2 Fasa 3,https://www.iproperty.com.my/new-property/property/raub/taman-bukit-koman-2-fasa-3/new-6618/
Talisa @ Bangsar Hill Park,New Launch,Condominium,Leasehold,Residential,1123000.0,978 sq. ft.,3,2,0,"Bangsar, Kuala Lumpur","Introducing Talisa, the much-anticipated latest addition to Bangsar Hill Park's urban resort living concept.

Located at Lorong Maarof, Talisa places its residents closer to Bangsar’s vibrant lifestyle. The road network connects Talisa to major hotspots in Kuala Lumpur’s city centre and beyond, bringing you everything you need and more. These conveniences include elite medical centres, popular shopping malls, prestigious educational institutions, famed eateries, and nature parks.

In view that open green spaces are a rare find in Bangsar, we’ve crafted a sanctuary at Bangsar Hill Park where every age, from young to the young at heart, finds a haven of leisure and vitality. Dive into an Olympic-length pool that beckons you for rejuvenating laps, or take a leisurely jog along our dedicated track surrounded by lush greenery. Children’s laughter fills the air as they explore the water play area, while our versatile event space invites the community to come together. It’s more than just a residence; it’s an oasis of life, carefully designed to cater to the needs of every generation in the heart of Bangsar.

All you need is to be at home, within the beauty of balanced living, and enjoy your ideal resort-living experience provided by Talisa.",https://www.iproperty.com.my/new-property/property/bangsar/talisa-bangsar-hill-park/new-6605/
Talisa @ Bangsar Hill Park,New Launch,Condominium,Leasehold,Residential,1114000.0,917 sq. ft.,2,2,0,"Bangsar, Kuala Lumpur","Introducing Talisa, the much-anticipated latest addition to Bangsar Hill Park's urban resort living concept.

Located at Lorong Maarof, Talisa places its residents closer to Bangsar’s vibrant lifestyle. The road network connects Talisa to major hotspots in Kuala Lumpur’s city centre and beyond, bringing you everything you need and more. These conveniences include elite medical centres, popular shopping malls, prestigious educational institutions, famed eateries, and nature parks.

In view that open green spaces are a rare find in Bangsar, we’ve crafted a sanctuary at Bangsar Hill Park where every age, from young to the young at heart, finds a haven of leisure and vitality. Dive into an Olympic-length pool that beckons you for rejuvenating laps, or take a leisurely jog along our dedicated track surrounded by lush greenery. Children’s laughter fills the air as they explore the water play area, while our versatile event space invites the community to come together. It’s more than just a residence; it’s an oasis of life, carefully designed to cater to the needs of every generation in the heart of Bangsar.

All you need is to be at home, within the beauty of balanced living, and enjoy your ideal resort-living experience provided by Talisa.",https://www.iproperty.com.my/new-property/property/bangsar/talisa-bangsar-hill-park/new-6605/
Talisa @ Bangsar Hill Park,New Launch,Condominium,Leasehold,Residential,1568000.0,1435 sq. ft.,3,3,0,"Bangsar, Kuala Lumpur","Introducing Talisa, the much-anticipated latest addition to Bangsar Hill Park's urban resort living concept.

Located at Lorong Maarof, Talisa places its residents closer to Bangsar’s vibrant lifestyle. The road network connects Talisa to major hotspots in Kuala Lumpur’s city centre and beyond, bringing you everything you need and more. These conveniences include elite medical centres, popular shopping malls, prestigious educational institutions, famed eateries, and nature parks.

In view that open green spaces are a rare find in Bangsar, we’ve crafted a sanctuary at Bangsar Hill Park where every age, from young to the young at heart, finds a haven of leisure and vitality. Dive into an Olympic-length pool that beckons you for rejuvenating laps, or take a leisurely jog along our dedicated track surrounded by lush greenery. Children’s laughter fills the air as they explore the water play area, while our versatile event space invites the community to come together. It’s more than just a residence; it’s an oasis of life, carefully designed to cater to the needs of every generation in the heart of Bangsar.

All you need is to be at home, within the beauty of balanced living, and enjoy your ideal resort-living experience provided by Talisa.",https://www.iproperty.com.my/new-property/property/bangsar/talisa-bangsar-hill-park/new-6605/
"Phase 6M, Rini Homes 8",Open for Sale,2-sty Terrace/Link House,Leasehold,Residential,672000.0,"2,280 - 2,540 sq. ft.",4,4,0,"Mutiara Rini, Skudai, Johor",This project is by Mutiara Rini Sdn Bhd.,https://www.iproperty.com.my/new-property/property/skudai/phase-6-m-rini-homes-8/new-6191/
"Phase 6M, Rini Homes 8",Open for Sale,2-sty Terrace/Link House,Leasehold,Residential,672000.0,"2,280 - 2,540 sq. ft.",4,4,0,"Mutiara Rini, Skudai, Johor",This project is by Mutiara Rini Sdn Bhd.,https://www.iproperty.com.my/new-property/property/skudai/phase-6-m-rini-homes-8/new-6191/
Isadora,New Launch,2-sty Terrace/Link House,Freehold,Residential,1158000.0,2266,4,4,4,"Setia Safiro, Cyberjaya, Selangor","Setia Safiro
Total Land Area:  57 acres
Location: Cyberjaya, Selangor
Development Type:  Residential
Land Tenure: Freehold

Isadora : 89 unit

Land Size : 22' x 70'
Build Up : Intermediate 2,266 sq.ft. - Corner 2,320 sq.ft.",https://www.iproperty.com.my/new-property/property/cyberjaya/isadora/new-6596/
Isadora,New Launch,2-sty Terrace/Link House,Freehold,Residential,1158000.0,2266,4,4,4,"Setia Safiro, Cyberjaya, Selangor","Setia Safiro
Total Land Area:  57 acres
Location: Cyberjaya, Selangor
Development Type:  Residential
Land Tenure: Freehold

Isadora : 89 unit

Land Size : 22' x 70'
Build Up : Intermediate 2,266 sq.ft. - Corner 2,320 sq.ft.",https://www.iproperty.com.my/new-property/property/cyberjaya/isadora/new-6596/
Isle of Fantasia,New Launch,Semi-detached House,Freehold,Residential,2132000.0,2833,4,5,0,"Setia Eco Glades, Cyberjaya, Selangor","The development theme is Fantasia Homes.

Development Type
Semi-D – 41’ x 85’ (Glenice)
Bungalow – 59’ x 85 (Grenvilla)

Build Up
Semi-D –  2,833 sq ft
Bungalow – 4,100 sq ft

Total Type & Unit
Semi-D – 46 Units
Bungalow – 6 Units

Accessibility
• Maju Express highway (MEX) - Connected to KLCC Shopping Centre
• North South Central-Link (ELITE) - Conncted to KLIA
• Lebuhraya Damansara Puchong Highway (LDP)
• B15 Road Extension through Dengkil
• South Klang Valley Expressway (SKVE)
• Approximate 800m of direct Interchange towards MEX highway
• Approximate of 600m direct Interchange coming in from KLIA

Awards

Malaysia Landscape Architecture Awards (MLAA) 2015 -
Lepirionia Gardens
o Project of the Year Award
o Excellence Award

Malaysia Landscape Architecture Awards (MLAA) 2016 -
Charms of Nusantara
o Excellence Award – Best Landscape Masterplan
o Excellence Award

Starp... Award 2017 -
Lepironia Garden
o The Cornerstone Award – Best Landed Development

FIABCI Malaysia Property Award 2017 –
Setia Eco Glades
o Best Masterplan

FIABCI Prix d’Excellence Award 2018 (World Gold Winner) -
Setia Eco Glades
o Masterplan Category

FIABCI Malaysia Property Award 2021 –
Setia Marina
o Residential (Low-Rise)

FIABCI Prix d’Excellence Award 2021 (World Gold Winner) -
Setia Marina 2
o Residential (Low-Rise)",https://www.iproperty.com.my/new-property/property/cyberjaya/isle-of-fantasia/new-6377/
Isle of Fantasia,New Launch,Semi-detached House,Freehold,Residential,3752000.0,4100,5,6,0,"Setia Eco Glades, Cyberjaya, Selangor","The development theme is Fantasia Homes.

Development Type
Semi-D – 41’ x 85’ (Glenice)
Bungalow – 59’ x 85 (Grenvilla)

Build Up
Semi-D –  2,833 sq ft
Bungalow – 4,100 sq ft

Total Type & Unit
Semi-D – 46 Units
Bungalow – 6 Units

Accessibility
• Maju Express highway (MEX) - Connected to KLCC Shopping Centre
• North South Central-Link (ELITE) - Conncted to KLIA
• Lebuhraya Damansara Puchong Highway (LDP)
• B15 Road Extension through Dengkil
• South Klang Valley Expressway (SKVE)
• Approximate 800m of direct Interchange towards MEX highway
• Approximate of 600m direct Interchange coming in from KLIA

Awards

Malaysia Landscape Architecture Awards (MLAA) 2015 -
Lepirionia Gardens
o Project of the Year Award
o Excellence Award

Malaysia Landscape Architecture Awards (MLAA) 2016 -
Charms of Nusantara
o Excellence Award – Best Landscape Masterplan
o Excellence Award

Starp... Award 2017 -
Lepironia Garden
o The Cornerstone Award – Best Landed Development

FIABCI Malaysia Property Award 2017 –
Setia Eco Glades
o Best Masterplan

FIABCI Prix d’Excellence Award 2018 (World Gold Winner) -
Setia Eco Glades
o Masterplan Category

FIABCI Malaysia Property Award 2021 –
Setia Marina
o Residential (Low-Rise)

FIABCI Prix d’Excellence Award 2021 (World Gold Winner) -
Setia Marina 2
o Residential (Low-Rise)",https://www.iproperty.com.my/new-property/property/cyberjaya/isle-of-fantasia/new-6377/
BANYAN,Open for Sale,2-sty Terrace/Link House,Freehold,Residential,728000.0,1777,4,3,2,"SETIA ECOHILL 2, Semenyih, Selangor","Banyan is a part of the SEHati Collection, which is a guarded community secured with smart home alarms and security petrols providing home buyers with utter peace of mind. This double storey collection is surrounded by ample conveniences including quality education at Tenby International School, commercial hub at Setia EcoHill Walk, community club house Club 360 and more.",https://www.iproperty.com.my/new-property/property/semenyih/banyan/new-6587/
BANYAN,Open for Sale,2-sty Terrace/Link House,Freehold,Residential,1015000.0,1901,4,4,2,"SETIA ECOHILL 2, Semenyih, Selangor","Banyan is a part of the SEHati Collection, which is a guarded community secured with smart home alarms and security petrols providing home buyers with utter peace of mind. This double storey collection is surrounded by ample conveniences including quality education at Tenby International School, commercial hub at Setia EcoHill Walk, community club house Club 360 and more.",https://www.iproperty.com.my/new-property/property/semenyih/banyan/new-6587/
Jimbaran,New Launch,2-sty Terrace/Link House,Leasehold,Residential,1898000.0,2780,4,4,2,"Setia Eco Templer, Rawang, Selangor","A new resort lifestyle set against a backdrop of the historical Bukit Takun. Jimbaran is the second residential phase of Gaia Gardens, inheriting a unique resort living concept that centres on tropical bliss and spacious comfort.",https://www.iproperty.com.my/new-property/property/rawang/jimbaran/new-6579/
Jimbaran,New Launch,2-sty Terrace/Link House,Leasehold,Residential,1228000.0,2230,4,3,2,"Setia Eco Templer, Rawang, Selangor","A new resort lifestyle set against a backdrop of the historical Bukit Takun. Jimbaran is the second residential phase of Gaia Gardens, inheriting a unique resort living concept that centres on tropical bliss and spacious comfort.",https://www.iproperty.com.my/new-property/property/rawang/jimbaran/new-6579/
Sky Loft,New Launch,Apartment,Freehold,Commercial,1660500.0,2575,4,5,3,"Bukit Indah, Iskandar Puteri (Nusajaya), Johor","A gleaming jewel set in Bukit indah, the heart of Iskandar Malaysia, and the iconic Sky loft is a luxurious premium suite that whisks you away to a private world of upscale living while giving you the best of city living at your doorstep. Be charmed by the glamorous allure of a home that goes beyond everything you desire.",https://www.iproperty.com.my/new-property/property/iskandar-puteri-nusajaya/sky-loft/new-6567/
Sky Loft,New Launch,Apartment,Freehold,Commercial,2286900.0,3547,4,5,3,"Bukit Indah, Iskandar Puteri (Nusajaya), Johor","A gleaming jewel set in Bukit indah, the heart of Iskandar Malaysia, and the iconic Sky loft is a luxurious premium suite that whisks you away to a private world of upscale living while giving you the best of city living at your doorstep. Be charmed by the glamorous allure of a home that goes beyond everything you desire.",https://www.iproperty.com.my/new-property/property/iskandar-puteri-nusajaya/sky-loft/new-6567/
